Sound_3.5mmjack,Brand,has_LTE,has_5G,has_CDMA,has_CDMA2000,has_EVDO,number_of_sims,number_of_2g_bands,aws_support,number_of_3g_bands,is_foldable_phone,thickness,has_Nano_SIM,has_Micro_SIM,has_Mini_SIM,has_eSIM,has_SIM_Type_Specified,has_memory_card,memory_type_microSDXC,memory_type_microSDHC,Battery_Is_removable,Battery_Capacity,Battery_Type_Lithium,Sound_has_stereo_speakers,camera_hdr,camera_panorama,GPU_company,Number_of_cores,CPU_Brand,CPU_Transistor_Size,Is_OS_Upgradable,Resolution_Width,Resolution_Height,PPI,Display_Size,has_8k,has_4k,has_1440p,has_1080p,has_720p,has_480p,has_EIS,has_HDR,has_stereo,has_dolby_vision,has_OIS,max_resolution,ram,Total_Pixels,number_of_camera_features,maincamera_mp,selfiecamera_mp,latest_wifi_version,Bluetooth_version,has_nfc,USB_Type,operating_system
Yes,Realme,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,Yes,1.0,1.0,ARM,Mid_Core,mediatek,Less than 5nm,False,Low,High,395,6.67,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,4.0,Ultra,Medium,3,5,0.0,Type-C,Android
Yes,OnePlus,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,False,8.7,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,401,6.59,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2604960.0,3.0,Ultra,Medium,3,5,1.0,Type-C,Android
Yes,Infinix,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5200.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,264,6.78,0,0,1,0,0,0,0,0,0,0,0,1440p,<= 4,1180800.0,1.0,High,Low,2,5,0.0,Type-C,Android
No,Cubot,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,10.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5200.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,unisoc,10nm - 20nm,False,Low,Medium,269,6.56,0,0,0,0,1,0,0,0,0,0,0,720p,6 - 8,1160640.0,3.0,Ultra,Low,2,5,0.0,Type-C,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,High,395,6.67,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,0.0,Ultra,Medium,2,5,1.0,Type-C,Android
No,Apple,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,5.0,False,7.7,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,2438.0,Lithium Ion,Yes,1.0,1.0,Apple,Mid_Core,apple,5nm - 10nm,True,Low,High,476,5.4,0,1,0,1,0,0,0,1,1,1,0,4k,<= 4,2527200.0,3.0,Medium,Medium,3,5,1.0,Lightning,IOS
No,Nothing,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.6,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Ion,Yes,1.0,1.0,ARM,Mid_Core,mediatek,Less than 5nm,True,Low,High,394,6.7,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2604960.0,3.0,Ultra,High,3,5,1.0,Type-C,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3400.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,kirin,10nm - 20nm,False,Low,High,415,6.21,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2527200.0,1.0,Medium,Low,2,Less than 4,1.0,Type-B,Android
Yes,Sony,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,8.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3580.0,Lithium Ion,No,0.0,0.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,295,6.2,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1209600.0,1.0,Medium,Low,1,5,1.0,Type-C,Android
Yes,Huawei,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.4,1.0,1.0,0.0,0.0,1.0,True,True,False,Non-Removable,3000.0,Lithium Ion,No,1.0,1.0,ARM,Low_Core,mediatek,> 20nm,False,Low,Medium,294,5.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,3.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,ZTE,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,10.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,2000.0,Lithium Ion,No,0.0,0.0,ARM,Low_Core,unisoc,> 20nm,False,Low,Low,215,5.0,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,460800.0,0.0,Low,Low,1,Less than 4,0.0,Type-B,Android
No,Huawei,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,False,8.8,1.0,0.0,0.0,0.0,1.0,True,False,False,Non-Removable,4500.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,kirin,5nm - 10nm,False,Low,High,409,6.53,0,1,0,1,1,0,1,0,0,0,0,4k,6 - 8,2822400.0,0.0,High,High,2,5,1.0,Type-C,Android
No,Motorola,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.6,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,4500.0,Lithium Polymer,Yes,0.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,True,Low,High,446,6.7,0,1,0,1,0,0,1,1,0,0,0,4k,8-16,3308640.0,3.0,Ultra,Ultra,5,5,1.0,Type-C,Android
No,vivo,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.5,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Ion,Yes,1.0,1.0,Other,Mid_Core,mediatek,Less than 5nm,False,Low,High,452,6.78,0,1,0,1,0,0,1,0,0,0,0,4k,8-16,3528000.0,3.0,Ultra,High,5,5,1.0,Type-C,Android
Yes,Nokia,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,8.3,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3500.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,True,Low,High,400,6.3,0,1,0,1,0,0,1,0,0,0,0,4k,<= 4,2462400.0,3.0,High,High,2,5,1.0,Type-C,Android
Yes,Samsung,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,exynos,5nm - 10nm,False,Low,High,400,6.6,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2600640.0,7.0,Ultra,Low,2,5,1.0,Type-C,Android
Yes,ZTE,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Ion,No,0.0,0.0,Imagination,Mid_Core,unisoc,> 20nm,False,Low,Medium,264,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1123200.0,0.0,Medium,Low,1,Less than 4,1.0,Other,Android
Yes,Nokia,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,False,8.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,False,Low,Medium,269,6.52,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,3.0,Medium,Low,2,5,0.0,Type-C,Android
Yes,ZTE,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,False,7.6,0.0,1.0,0.0,0.0,1.0,True,False,True,Removable,2000.0,Lithium Ion,No,1.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Medium,312,4.7,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,921600.0,3.0,Medium,Low,2,Less than 4,0.0,Type-B,Android
Yes,HTC,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,7.8,0.0,1.0,0.0,0.0,1.0,False,False,False,Non-Removable,1650.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,True,Low,Low,256,4.3,0,0,0,1,0,0,0,0,1,0,0,1080p,<= 4,518400.0,3.0,Low,Low,1,Less than 4,1.0,Type-B,Android
Yes,Blackview,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.6,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5380.0,Lithium Polymer,No,1.0,1.0,Imagination,Low_Core,unisoc,10nm - 20nm,False,Low,Medium,269,6.52,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,3.0,Medium,Low,2,5,0.0,Type-B,Android
No,Apple,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,7.3,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,1821.0,Lithium Ion,Yes,1.0,1.0,Apple,Mid_Core,apple,10nm - 20nm,False,Low,Medium,326,4.7,0,1,0,1,0,0,0,0,0,0,0,4k,<= 4,1000500.0,3.0,Medium,Low,2,5,1.0,Lightning,IOS
Yes,vivo,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,401,6.58,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2600640.0,3.0,Ultra,Low,2,5,0.0,Type-C,Android
Yes,Xiaomi,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Polymer,No,0.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,True,Low,High,409,6.3,0,1,0,1,0,0,1,0,0,0,0,4k,<= 4,2527200.0,4.0,High,Medium,2,Less than 4,0.0,Type-C,Android
Yes,LG,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,8.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4000.0,Lithium Polymer,No,0.0,0.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,271,6.19,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1088640.0,0.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Samsung,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.8,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,True,Low,Medium,262,6.7,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,3.0,Ultra,Low,2,5,0.0,Type-C,Android
No,Oukitel,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,False,14.9,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,11000.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,400,6.6,0,0,1,1,0,0,0,0,0,0,0,1440p,6 - 8,2600640.0,1.0,Ultra,High,2,5,1.0,Type-C,Android
Yes,Micromax,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.0,0.0,1.0,0.0,0.0,1.0,True,False,True,Removable,1700.0,Lithium Ion,No,1.0,1.0,ARM,Low_Core,mediatek,> 20nm,True,Low,Low,218,4.5,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,409920.0,4.0,Low,Low,1,Less than 4,0.0,Type-B,Android
No,vivo,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,6.0,False,8.5,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,mediatek,Less than 5nm,False,Low,High,388,6.78,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,2592000.0,3.0,Ultra,Medium,3,5,1.0,Type-C,Android
Yes,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3500.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,10nm - 20nm,True,Low,High,409,6.3,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2527200.0,3.0,Medium,High,2,Less than 4,0.0,Type-B,Android
Yes,ZTE,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,False,7.6,0.0,1.0,0.0,0.0,1.0,False,False,False,Non-Removable,2300.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Medium,441,5.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2073600.0,1.0,Medium,Low,1,Less than 4,1.0,Type-B,Android
Yes,Realme,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.5,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,400,6.6,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2604960.0,0.0,Ultra,Medium,2,5,0.0,Type-C,Android
Yes,HTC,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,12.1,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,1730.0,Lithium Ion,No,1.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,True,Low,Low,256,4.3,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,518400.0,3.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Nokia,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,False,9.5,1.0,1.0,0.0,0.0,1.0,True,True,False,Removable,2150.0,Lithium Ion,No,1.0,1.0,ARM,Low_Core,mediatek,> 20nm,False,Low,Low,218,4.5,0,0,0,1,0,1,0,0,0,0,0,1080p,<= 4,409920.0,3.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Huawei,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3400.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,kirin,10nm - 20nm,False,Low,High,415,6.21,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2527200.0,1.0,High,Low,2,Less than 4,0.0,Type-B,Android
Yes,Oppo,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4040.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,True,Low,High,405,6.5,0,0,0,1,0,0,1,0,0,0,0,1080p,6 - 8,2592000.0,3.0,Medium,Low,2,5,0.0,Type-C,Android
Yes,Realme,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,9.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,269,6.5,0,0,0,1,0,0,1,0,0,0,0,1080p,<= 4,1152000.0,0.0,High,Medium,1,5,1.0,Type-C,Android
Yes,alcatel,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,9.8,1.0,0.0,0.0,0.0,1.0,True,False,True,Non-Removable,2000.0,Lithium Ion,No,1.0,1.0,Imagination,Low_Core,mediatek,> 20nm,False,Low,Low,215,5.0,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,460800.0,3.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Micromax,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,False,8.5,0.0,1.0,0.0,0.0,1.0,True,False,True,Non-Removable,3000.0,Lithium Ion,No,0.0,0.0,ARM,Low_Core,mediatek,> 20nm,False,Low,Low,184,6.0,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,518400.0,0.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Huawei,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.4,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4000.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,kirin,10nm - 20nm,False,Low,High,399,6.6,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,1.0,High,Medium,2,5,0.0,Type-C,Android
No,Samsung,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,8.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,ARM,Mid_Core,exynos,5nm - 10nm,True,Low,High,405,6.5,0,1,0,1,0,0,1,0,0,0,0,4k,6 - 8,2592000.0,3.0,Ultra,High,2,5,1.0,Type-C,Android
Yes,Oppo,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,6.0,False,8.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,Yes,1.0,1.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,False,Low,Medium,270,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,3.0,Medium,Low,2,5,1.0,Type-C,Android
No,Oukitel,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,6.0,False,19.0,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,11000.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,396,6.78,0,1,0,1,0,0,0,0,0,0,0,4k,8-16,2656800.0,1.0,Ultra,High,3,5,1.0,Type-C,Android
Yes,alcatel,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,False,10.0,0.0,1.0,0.0,0.0,1.0,True,False,True,Removable,2000.0,Lithium Ion,No,0.0,1.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,218,4.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,409920.0,2.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Coolpad,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,False,10.2,0.0,1.0,0.0,0.0,1.0,True,False,True,Non-Removable,2450.0,Lithium Ion,No,0.0,0.0,Qualcomm,Low_Core,qualcomm,> 20nm,False,Low,Low,196,5.0,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,409920.0,1.0,Low,Low,1,Less than 4,0.0,Type-B,Android
Yes,Motorola,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,False,8.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,3000.0,Lithium Ion,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,10nm - 20nm,True,Low,Medium,424,5.2,0,1,0,1,0,0,0,0,0,0,0,4k,<= 4,2073600.0,1.0,Medium,Medium,2,Less than 4,1.0,Type-C,Android
Yes,Doogee,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,9.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4200.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,unisoc,10nm - 20nm,False,Low,Medium,269,6.52,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,1152000.0,3.0,Ultra,Low,2,5,0.0,Type-C,Android
Yes,Coolpad,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,4.0,False,8.2,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4060.0,Lithium Ion,No,0.0,0.0,Qualcomm,Mid_Core,qualcomm,> 20nm,False,Low,Medium,401,5.5,0,1,0,1,1,0,0,0,0,0,0,4k,<= 4,2073600.0,1.0,Medium,Low,2,Less than 4,0.0,Type-C,Android
No,Honor,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,False,7.9,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5800.0,Lithium Polymer,No,1.0,1.0,Imagination,Mid_Core,mediatek,5nm - 10nm,False,Low,High,389,6.8,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2604960.0,4.0,Ultra,Low,2,5,0.0,Type-C,Android
Yes,vivo,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.8,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4500.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,5nm - 10nm,False,Low,High,413,6.38,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,2592000.0,4.0,Ultra,Medium,2,5,0.0,Type-C,Android
Yes,Tecno,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,263,6.8,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1180800.0,1.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Xiaomi,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,5.0,False,9.0,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,4520.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,High,401,6.57,0,1,0,1,1,0,0,0,0,0,0,4k,6 - 8,2592000.0,4.0,High,Medium,2,5,0.0,Type-C,Android
No,Apple,1.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,5.0,False,7.7,1.0,0.0,0.0,1.0,1.0,False,False,False,Non-Removable,2658.0,Lithium Ion,Yes,1.0,1.0,Apple,Mid_Core,apple,5nm - 10nm,True,Low,High,458,5.8,0,1,0,1,0,0,0,1,1,0,0,4k,<= 4,2740500.0,3.0,Medium,Low,2,5,1.0,Lightning,IOS
Yes,Realme,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,9.4,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,mediatek,10nm - 20nm,False,Low,High,405,6.5,0,1,0,1,0,0,1,0,0,0,0,4k,<= 4,2592000.0,0.0,High,Medium,2,5,1.0,Type-C,Android
Yes,Motorola,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,11.0,0.0,0.0,1.0,0.0,1.0,True,False,True,Removable,1930.0,Lithium Polymer,No,0.0,0.0,NVIDIA,Low_Core,others,> 20nm,True,Low,Low,275,4.0,0,0,0,1,1,0,0,0,0,0,0,1080p,<= 4,518400.0,0.0,Low,Low,1,Less than 4,1.0,Type-B,Android
No,Oukitel,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,12.914285714285713,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,10600.0,Lithium Polymer,No,0.0,0.0,ARM,Mid_Core,mediatek,> 20nm,False,Low,Medium,269,6.52,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,1152000.0,1.0,High,Low,0,Less than 4,0.0,Type-C,Android
Yes,Realme,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,9.1,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,0.0,0.0,ARM,Mid_Core,unisoc,10nm - 20nm,False,Low,Medium,270,6.5,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,0.0,Ultra,Low,1,5,0.0,Type-B,Android
No,vivo,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,5.0,False,7.6,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,4400.0,Lithium Ion,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,True,Low,High,398,6.56,0,1,0,1,0,0,1,1,0,0,0,4k,6 - 8,2566080.0,4.0,High,High,3,5,1.0,Type-C,Android
Yes,Realme,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,7.9,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,1.0,1.0,ARM,Mid_Core,mediatek,5nm - 10nm,False,Low,Medium,264,6.67,0,0,0,1,0,0,0,0,0,0,0,1080p,6 - 8,1154880.0,3.0,High,Low,2,5,0.0,Type-C,Android
Yes,alcatel,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,False,9.2,0.0,1.0,0.0,0.0,1.0,True,False,True,Non-Removable,2580.0,Lithium Ion,No,1.0,1.0,ARM,Low_Core,mediatek,> 20nm,False,Low,Low,170,7.0,0,0,0,0,1,0,0,0,0,0,0,720p,<= 4,614400.0,3.0,Low,Low,1,Less than 4,0.0,Type-B,Android
No,vivo,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,7.7,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5500.0,Lithium Ion,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,388,6.78,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,2592000.0,3.0,Ultra,High,2,5,1.0,Type-C,Android
No,Infinix,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,False,8.2,1.0,0.0,0.0,0.0,1.0,False,False,False,Non-Removable,5000.0,Lithium Ion,Yes,1.0,1.0,ARM,Mid_Core,mediatek,Less than 5nm,False,Low,High,388,6.78,0,1,0,1,0,0,0,0,0,0,0,4k,6 - 8,2630880.0,3.0,Ultra,High,3,Less than 4,1.0,Type-C,Android
Yes,Tecno,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.8,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Ion,No,1.0,1.0,Imagination,Mid_Core,mediatek,10nm - 20nm,False,Low,Medium,266,6.6,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,1152000.0,3.0,Medium,Low,1,Less than 4,0.0,Type-B,Android
Yes,Xiaomi,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,False,8.2,1.0,0.0,0.0,0.0,1.0,True,True,False,Non-Removable,5000.0,Lithium Polymer,No,1.0,1.0,Qualcomm,Mid_Core,qualcomm,Less than 5nm,False,Low,High,396,6.79,0,0,0,1,0,0,0,0,0,0,0,1080p,<= 4,2656800.0,0.0,Ultra,Low,2,5,0.0,Type-C,Android
